Name,Club,Age,League,Height,Body Type,Market Value (EUR),FIFA Strength Score,Game effort
J. Larsen,Borussia Dortmund,18,German Bundesliga,183,Normal,625000,62,Medium
C. Stanko,SC Freiburg,23,German Bundesliga,180,Stocky,350000,62,Medium
Domingos Quina,West Ham United,17,English Premier League,173,Lean,600000,62,Medium
A. Sabiri,Huddersfield Town,20,English Premier League,186,Normal,575000,62,Medium
M. Besuschkow,Eintracht Frankfurt,20,German Bundesliga,187,Lean,525000,62,Medium
A. Akkaynak,Bayer 04 Leverkusen,18,German Bundesliga,180,Normal,625000,62,Medium
Sergi González,Atlético Madrid,22,Spanish Primera Division,176,Normal,350000,62,Medium
M. Boulahia,Atlético Madrid,20,Spanish Primera Division,177,Normal,600000,62,Medium
C. Humphreys-Grant,Manchester City,18,English Premier League,187,Normal,575000,62,Medium
M. Butcher,Bournemouth,20,English Premier League,188,Normal,650000,62,Medium
D. Barlaser,Newcastle United,20,English Premier League,184,Lean,650000,62,Medium
V. Sierro,SC Freiburg,21,German Bundesliga,185,Lean,475000,62,Medium
F. Arkenberg,Hannover 96,21,German Bundesliga,188,Normal,425000,62,Medium
Sergi Álamo,Girona CF,19,Spanish Primera Division,190,Lean,500000,62,Medium
Fran Manzanera,Levante UD,20,Spanish Primera Division,182,Lean,425000,62,Medium
Alberto López,Málaga CF,22,Spanish Primera Division,173,Normal,350000,62,Medium
D. Sterling,Chelsea,17,English Premier League,186,Normal,525000,62,Medium
K. Bielik,Arsenal,19,English Premier League,189,Lean,600000,62,Medium
N. Sessa,VfB Stuttgart,21,German Bundesliga,170,Lean,500000,62,Medium
J. Kenny,Everton,20,English Premier League,176,Lean,500000,61,High
R. Hack,TSG 1899 Hoffenheim,18,German Bundesliga,176,Lean,525000,61,Medium
D. Jarvis,Stoke City,19,English Premier League,178,Normal,525000,61,Medium
S. Schreck,Bayer 04 Leverkusen,18,German Bundesliga,180,Lean,525000,61,Medium
C. Harries,Swansea City,20,English Premier League,185,Lean,500000,61,Medium
Julio Gracia,Real Betis Balompié,19,Spanish Primera Division,170,Normal,425000,61,Medium
H. Wilson,Liverpool,20,English Premier League,173,Lean,550000,61,Medium
E. Demirovic,Deportivo Alavés,19,Spanish Primera Division,184,Stocky,550000,61,Medium
Chuca,Villarreal CF,20,Spanish Primera Division,181,Normal,475000,61,Medium
N. Dorsch,FC Bayern Munich,19,German Bundesliga,175,Lean,500000,61,Medium
F. Benko,FC Bayern Munich,19,German Bundesliga,180,Lean,550000,61,Medium
J. Sinclair,Watford,20,English Premier League,181,Lean,450000,61,Medium
Nolaskoain,Athletic Club de Bilbao,18,Spanish Primera Division,185,Normal,450000,61,Medium
T. Oakley-Boothe,Tottenham Hotspur,17,English Premier League,178,Lean,500000,61,Medium
Yeremi Valerón,UD Las Palmas,20,Spanish Primera Division,182,Normal,375000,61,Medium
Juan Moreno,Atlético Madrid,20,Spanish Primera Division,175,Normal,400000,61,Medium
I. Konaté,RB Leipzig,18,German Bundesliga,192,Stocky,475000,61,Medium
Andoni López,Athletic Club de Bilbao,21,Spanish Primera Division,188,Lean,325000,61,Medium
Álex Mozo,CD Leganés,22,Spanish Primera Division,165,Normal,425000,61,High
J. Klinsmann,Hertha BSC Berlin,20,German Bundesliga,194,Lean,450000,61,Medium
Iu Ranera,Girona CF,22,Spanish Primera Division,178,Normal,375000,61,Medium
Sergio Arribas,CD Leganés,21,Spanish Primera Division,183,Lean,400000,61,Medium
Víctor López,Deportivo Alavés,20,Spanish Primera Division,180,Lean,425000,61,Medium
Olabe,Atlético Madrid,21,Spanish Primera Division,178,Normal,400000,61,Medium
Dani Iglesias,Deportivo Alavés,21,Spanish Primera Division,175,Lean,425000,61,Medium
Juan Delgado,Levante UD,23,Spanish Primera Division,183,Normal,350000,61,Medium
Tamayo,Getafe CF,22,Spanish Primera Division,175,Normal,325000,61,Medium
J. Ngoy,Stoke City,19,English Premier League,185,Normal,475000,61,High
M. Pantovic,FC Bayern Munich,20,German Bundesliga,185,Lean,375000,61,Medium
Seo Young Jae,Hamburger SV,22,German Bundesliga,182,Lean,325000,61,Medium
A. Ramsdale,Bournemouth,19,English Premier League,188,Lean,450000,61,Medium
T. Hübers,Hannover 96,20,German Bundesliga,190,Normal,375000,61,Medium
D. Meredith,West Bromwich Albion,17,English Premier League,173,Normal,450000,61,Medium
T. Edwards,Stoke City,18,English Premier League,175,Normal,450000,61,High
M. Taylor-Crossdale,Chelsea,17,English Premier League,185,Normal,500000,61,High
Dani Cárdenas,Levante UD,20,Spanish Primera Division,186,Lean,260000,60,Medium
M. Browne,West Ham United,19,English Premier League,179,Normal,450000,60,High
Quintana,Levante UD,21,Spanish Primera Division,177,Normal,350000,60,Medium
Diego Barri,Getafe CF,21,Spanish Primera Division,188,Normal,280000,60,High
T. Verlinden,Stoke City,17,English Premier League,173,Normal,400000,60,Medium
A. Jones,Southampton,19,English Premier League,180,Normal,400000,60,Medium
Tienza,Real Betis Balompié,20,Spanish Primera Division,183,Normal,260000,60,Medium
J. Firpo,Real Betis Balompié,20,Spanish Primera Division,184,Normal,290000,60,Medium
K. Scott,Chelsea,19,English Premier League,172,Lean,450000,60,Medium
E. Lecygne,Stoke City,20,English Premier League,181,Lean,325000,60,Medium
J. Tymon,Stoke City,18,English Premier League,178,Lean,375000,60,Medium
L. Amos,Tottenham Hotspur,20,English Premier League,179,Normal,325000,60,Medium
J. Kade,Hertha BSC Berlin,18,German Bundesliga,181,Lean,425000,60,Medium
Tachi,Atlético Madrid,19,Spanish Primera Division,183,Normal,400000,60,Low
N. Holland,West Ham United,19,English Premier League,178,Lean,450000,60,Medium
D. Rice,West Ham United,18,English Premier League,188,Lean,375000,60,Medium
Darío Poveda,Villarreal CF,20,Spanish Primera Division,184,Lean,400000,60,Medium
J. Coleman,Huddersfield Town,21,English Premier League,198,Normal,290000,60,Medium
G. Quezada,Getafe CF,20,Spanish Primera Division,174,Normal,300000,60,Medium
D. Gyollai,Stoke City,20,English Premier League,193,Normal,375000,60,Medium
O. Shenton,Stoke City,19,English Premier League,175,Normal,350000,60,Medium
A. Evans,Everton,18,English Premier League,170,Lean,425000,60,High
O. Vojic,VfL Wolfsburg,20,German Bundesliga,182,Normal,325000,60,Medium
M. Dauter,RB Leipzig,18,German Bundesliga,178,Lean,375000,60,Medium
J. Dilrosun,Manchester City,19,English Premier League,175,Lean,450000,60,High
T. Rieder,FC Augsburg,23,German Bundesliga,186,Lean,260000,60,Medium
Kaiser,Levante UD,21,Spanish Primera Division,187,Lean,280000,60,Medium
Leonardo Rocha,CD Leganés,19,Spanish Primera Division,189,Normal,325000,60,Medium
S. Harrison,Tottenham Hotspur,19,English Premier League,183,Lean,450000,60,High
A. Bradley,West Bromwich Albion,18,English Premier League,178,Normal,425000,60,High
Nil Coch,Real Betis Balompié,19,Spanish Primera Division,178,Normal,300000,60,Low
M. Köhlert,Hamburger SV,19,German Bundesliga,168,Normal,450000,60,Medium
M. Folivi,Watford,19,English Premier League,175,Lean,450000,60,High
J. Simpson,Bournemouth,20,English Premier League,178,Normal,425000,60,Medium
